# LichKingMod → BeiDou 移植清单（由 docs/tools/gen-port-manifest.sh 生成，勿手工增删行）
# 源仓库: /e/Programming/MapleStoryPS/HeavenMS_LichKingMod
# base=b0671161  head=ac7830b5  跳过的格式化提交=91235cf0
#
# 刻意不写生成时间戳：重跑后 git diff 为空 == 分母没变，这个信号比时间戳有用。
# 上次再生成的时间去 git log 查。
#
# disposition 只能是以下六种：
#   ported        已移植      —— evidence 必须填 BeiDou 侧文件路径
#   already-fixed BeiDou 已有 —— evidence 必须填 文件:行号（不填就是垃圾桶）
#   rejected      明确不搬    —— evidence 必须填一句理由。这是终局决定
#   deferred      暂缓        —— evidence 必须填「为什么缓」+「什么条件下重启」
#   noise         格式化/汉化/垃圾
#   pending       还没看
#
# 收工判据是 pending 归零 且 deferred 清单被逐条复核过。
# deferred 不等于做完：它是一笔记在账上的待办，跟 rejected（终局不做）是两回事，
# 不给它单独一档的话，暂缓项会混进 rejected 里再也没人翻出来。
path	area	added	deleted	disposition	evidence
src/constants/skills/Magician.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/constants/skills/Marauder.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/constants/skills/Marksman.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/constants/skills/NightLord.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/constants/skills/NightWalker.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/constants/skills/Noblesse.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/constants/skills/Outlaw.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/constants/skills/Page.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/constants/skills/Paladin.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/constants/skills/Pirate.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/constants/skills/Priest.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/constants/skills/Ranger.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/constants/skills/Rogue.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/constants/skills/Shadower.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/constants/skills/Sniper.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/constants/skills/Spearman.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/constants/skills/SuperGM.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/constants/skills/ThunderBreaker.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/constants/skills/Warrior.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/constants/skills/WhiteKnight.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/constants/skills/WindArcher.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/constants/string/CharsetConstants.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/constants/string/LanguageConstants.java	java	28	13	pending	
src/net/AbstractMaplePacketHandler.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/MaplePacketHandler.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/MapleServerHandler.java	java	9	2	pending	
src/net/mina/MaplePacketDecoder.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/mina/MaplePacketEncoder.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/opcodes/RecvOpcode.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/opcodes/SendOpcode.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/PlayerBuffStorage.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/PlayerBuffValueHolder.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/PlayerCoolDownValueHolder.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/PlayerDiseaseValueHolder.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/PlayerStorage.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/Server.java	java	39	67	pending	
src/net/server/audit/LockCollector.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/audit/ThreadTracker.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/audit/locks/MonitoredLockType.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/audit/locks/MonitoredReadLock.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/audit/locks/MonitoredReentrantLock.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/audit/locks/MonitoredReentrantReadWriteLock.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/audit/locks/MonitoredWriteLock.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/audit/locks/active/TrackerReadLock.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/audit/locks/active/TrackerReentrantLock.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/audit/locks/active/TrackerWriteLock.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/audit/locks/empty/AbstractEmptyLock.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/audit/locks/empty/EmptyReadLock.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/audit/locks/empty/EmptyReentrantLock.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/audit/locks/empty/EmptyWriteLock.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/audit/locks/factory/MonitoredReadLockFactory.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/audit/locks/factory/MonitoredReentrantLockFactory.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/audit/locks/factory/MonitoredWriteLockFactory.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/channel/Channel.java	java	6	6	pending	
src/net/server/channel/CharacterIdChannelPair.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/channel/handlers/AbstractDealDamageHandler.java	java	18	12	pending	
src/net/server/channel/handlers/AbstractMovementPacketHandler.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/channel/handlers/AcceptFamilyHandler.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/channel/handlers/AdminChatHandler.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/channel/handlers/AdminCommandHandler.java	java	1	1	pending	
src/net/server/channel/handlers/AllianceOperationHandler.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/channel/handlers/AranComboHandler.java	java	12	1	pending	
src/net/server/channel/handlers/AutoAggroHandler.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/channel/handlers/AutoAssignHandler.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/channel/handlers/BBSOperationHandler.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/channel/handlers/BeholderHandler.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/channel/handlers/BuddylistModifyHandler.java	java	4	4	pending	
src/net/server/channel/handlers/CancelBuffHandler.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/channel/handlers/CancelChairHandler.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/channel/handlers/CashOperationHandler.java	java	30	5	pending	
src/net/server/channel/handlers/CashShopSurpriseHandler.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/channel/handlers/ChangeChannelHandler.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/channel/handlers/ChangeMapHandler.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/channel/handlers/ChangeMapSpecialHandler.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/channel/handlers/CharInfoRequestHandler.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/channel/handlers/ClickGuideHandler.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/channel/handlers/CloseChalkboardHandler.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
src/net/server/channel/handlers/CloseRangeDamageHandler.java	java	6	4	pending	
src/net/server/channel/handlers/CoconutHandler.java	java	2	2	pending	
src/net/server/channel/handlers/CouponCodeHandler.java	java	0	0	noise	仅格式化/空白改动（git diff -w 后无差异）
